ID, Media, Link
1047507436209426432,@KerriQueen You're making us blush.,
1047507394287349760,@Jessicasmiddle Aw  shucks.,
1047507029370306560,@STY_HMBL Xoxo.,
1047506984478679040,@TheTielurf You really know how to make a cookie smile.,
1047506023534223366,@rachelmbecker It's real. Need us to pinch you?,
1047505971675897857,@JoshFrigerio You've got that right.,
1047505920324984833,@RocketMaribell Happy to hear it.,
1047505860463878149,@JethroSmith9 Loving you  Jethro.,
1047505815417106432,@Patrick_Neville Not a bad idea.,
1047501531359137793,This OREO Thin goes out to the 1 064 105 #Pistachio Fanatics who are ready for a new spin on their favorite snack. https://t.co/vEfwqgdibA,http://pbs.twimg.com/amplify_video_thumb/1046789954377052160/img/tCHBZoTzMxQrDf80.jpg
1047241362763120641,@dunkindonuts You can say that again.,
1047238727335104513,https://t.co/ed1GWutpdh,http://pbs.twimg.com/tweet_video_thumb/DoiIt8aWwAAzVyu.jpg
1047235363578761216,@dunkindonuts What a coincidence  we were just thinking about OREO @DunkinDonuts Hot Chocolate... https://t.co/hhV7zKVI0F,http://pbs.twimg.com/media/DoiHALmUwAE-3bR.jpg
1047227325841063936,@dunkindonuts We're going to be stuck like this forever.,
1047224248773873665,Picture this  @DunkinDonuts... an OREO Donut   put a Boston Kreme between two Chocolate Frosted donuts. Perfect for  https://t.co/PpeTTgTiXm,
1047210541717049344,@dunkindonuts Sounds complicated... we'll "circle back" with another idea.,
1047194701001101312,What if you could make a @DunkinDonuts bagel more like an OREO cookie? https://t.co/73F5Sh57xX,http://pbs.twimg.com/media/DohiBWqW0AIhYR0.jpg
1047183274156732417,@dunkindonuts We like how you think  but it hasn't exactly... solved our predicament.,
1047173600556535808,Hey @DunkinDonuts  we just came up with an innovative way to carry dairy   do you think the "Box O' Milk" will make  https://t.co/9Ze7968l19,
1047170370565025792,@dunkindonuts Nope  we're still you... we'll give it a try.,
1047166582345162752,@dunkindonuts Hmm... sounds like a lot of effort  but we're up for it!,
1047157977105551360,@dunkindonuts Are you trying to get us sued?,
1047156568532377600,@dunkindonuts Maybe it's a...Freaky Tuesday-type situation?,
1047155119324848131,@dunkindonuts Well  we've been thinking about @DunkinDonuts a lot more than usual...,
1047144433660153857,@dunkindonuts Intriguing... does this apply to donuts as well?,
1047139241606688776,Is it legal to marry a large Dunkin  Maple Pecan coffee? Asking for me.,
1047124097363316736,Walking around eating a pumpkin donut from Dunkin' and steppin  on crispy leaves.,
1046943080694341632, r r .   C   n o   c o n n e c t      https://t.co/T2U9h7dVHW,
1046813185863503874,@bigmacher #MySecretSociety knows better than to just tell everyone about CryptOREOcurrency.  ,
1046791857768996865,This OREO cookie goes out to the 7 355 965 #MickeyMouse fans who still remember that 60 s intro song. https://t.co/YwguwWQyZK,http://pbs.twimg.com/amplify_video_thumb/1045369875596816391/img/3UccJRCdwAlm7SLj.jpg
1045689589648838666,This OREO cookie goes out to the 18 700 000 @Pokemon Trainers who never stopped evolving. #PokemonRedBlue #Pokemon https://t.co/lTZgCMCc1i,http://pbs.twimg.com/amplify_video_thumb/1037721808168865792/img/1hx86v4sv1NRO-Sk.jpg
1045327202743513089,This OREO cookie goes out to our 3 118 033 #zombies who can smell the Halloween treats from 6 feet under  . https://t.co/0RSOttk6lH,http://pbs.twimg.com/amplify_video_thumb/1041721215885496321/img/vSXKoUxx7UsNZetA.jpg
1044965314272940032,This OREO cookie goes out to our 23 200 000 #Apple Pickers who know how to reap the fruits of their labor. https://t.co/0F2RcHL2U0,http://pbs.twimg.com/amplify_video_thumb/1037754874891517952/img/fMFqS7mTFxPgDP6U.jpg
1044242820951871489,Victory is sweet. https://t.co/8F0dOR4e0V,
1043515271128875008,This OREO cookie goes out to the 109 #FallFanatics who live for foliage Insta ops. https://t.co/8WKu4gAhiW,http://pbs.twimg.com/amplify_video_thumb/1037721808152055808/img/Zfg8eNC7nN6uKa8X.jpg
1043152882562940930,This OREO cookie goes out to the 425 243 #sunset_lovers refusing to accept that the sun is going down on summer. https://t.co/bmchdpNsOx,http://pbs.twimg.com/amplify_video_thumb/1037721810790375424/img/MLAbq0zCbr05DVnt.jpg
1042898943552757761,#LifeHack https://t.co/pqDwvKRwtY,
1042812371075584005,last night i had OREO cookies with milk for the millionth time. (still) life changing.,
1041340934607314944,This OREO cookie goes out to the 47 800 000 Tabletop #Football stars who totally could've gone pro if lunch break h  https://t.co/XYAjpM7qx6,
1040616160897622017,This OREO cookie goes out to the 4 969 762 #NYFW fanatics who think this masterpiece belongs on the runway. https://t.co/7zPSrnhktm,http://pbs.twimg.com/amplify_video_thumb/1037721808185700353/img/MaRDROJfU6SqtLDD.jpg
1039953152248897536,The beard  the interceptions  the blitzes and now this? We re officially #TeamWeddle. https://t.co/BsPrUzvfiV,
1039597063900721158,You won t see this one in the #NYFW wrap-ups  but you should. https://t.co/6B006T1hE7,
1035280871610310658,Hustle. Never. Sleeps. (But it does snack.) https://t.co/H2WwuDLDjo,
1034455565437751296,This OREO cookie goes out to the 698 504 #unboxing fans who find this just as satisfying as the cookies themselves. https://t.co/mERzt0luEX,http://pbs.twimg.com/media/DlYIjSKW4AE1FBz.jpg
1033730793493987328,This OREO cookie goes out to the 12 298 196 #DogLovers who know that OREO is the best name for a black &amp; white pooc  https://t.co/fmkBWKkkGH,
